name,swing precision,swing recall,swing fscore,woba
 Stephen Vogt,0.6056338028169014,0.6907630522088354,0.6454033771106942,0.331
 Freddy Galvis,0.6332263242375602,0.7251838235294118,0.6760925449871465,0.307
 Logan Forsythe,0.8230912476722533,0.53125,0.6457268078889702,0.298
 Wilmer Flores,0.6844181459566075,0.6207513416815742,0.651031894934334,0.358
 Cesar Puello,0.6186770428015564,0.6068702290076335,0.6127167630057803,0.325
 Julio Teheran,0.5961538461538461,0.5535714285714286,0.5740740740740741,0.099
 Ryan LaMarre,0.7209302325581395,0.5849056603773585,0.6458333333333333,0.329
 Wilfredo Tovar,0.6184971098265896,0.6729559748427673,0.644578313253012,0.217
 Avisail Garcia,0.6479400749063671,0.8131609870740305,0.7212089630015633,0.334
 Hernan Perez,0.6341463414634146,0.6812227074235808,0.656842105263158,0.271
 Ender Inciarte,0.7146067415730337,0.691304347826087,0.7027624309392265,0.318
 Marcell Ozuna,0.6482965931863728,0.6810526315789474,0.6642710472279261,0.336
 Jonathan Villar,0.6998587570621468,0.7417664670658682,0.720203488372093,0.335
 Rafael Ortega,0.680952380952381,0.6908212560386473,0.6858513189448441,0.254
 Danny Santana,0.6466789667896679,0.7433722163308589,0.6916625555007399,0.352
 Jesus Aguilar,0.6607142857142857,0.6379310344827587,0.6491228070175439,0.307
 Tim Beckham,0.6677577741407529,0.6517571884984026,0.6596604688763137,0.315
 Jon Berti,0.7474332648870636,0.5986842105263158,0.664840182648402,0.326
 Keon Broxton,0.7358916478555305,0.659919028340081,0.695837780149413,0.229
 Brandon Crawford,0.7075134168157424,0.7709551656920078,0.7378731343283582,0.281
 C.J. Cron,0.6635220125786163,0.6902944383860414,0.6766435061464458,0.325
 Anthony DeSclafani,0.6022727272727273,0.5463917525773195,0.5729729729729729,0.095
 Alex Dickerson,0.6946778711484594,0.6985915492957746,0.696629213483146,0.341
 Tim Federowicz,0.65625,0.5769230769230769,0.6140350877192983,0.236
 Isaac Galloway,0.7766990291262136,0.7407407407407407,0.7582938388625592,0.151
 Yan Gomes,0.6321022727272727,0.6722054380664653,0.6515373352855051,0.298
 Sonny Gray,0.7722772277227723,0.6782608695652174,0.7222222222222222,0.169
 Robbie Grossman,0.7897648686030428,0.6035940803382663,0.6842420611144397,0.299
 Josh Harrison,0.6881028938906752,0.7561837455830389,0.7205387205387206,0.208
 Kyle Hendricks,0.7019230769230769,0.5615384615384615,0.6239316239316239,0.165
 Chris Herrmann,0.7556818181818182,0.6855670103092784,0.718918918918919,0.248
 Aaron Hicks,0.6796116504854369,0.625,0.6511627906976744,0.325
 John Hicks,0.6175710594315246,0.7887788778877888,0.6927536231884058,0.259
 Kyle Higashioka,0.6821192052980133,0.8046875,0.7383512544802867,0.27
 Eric Hosmer,0.6317435496481626,0.7175843694493783,0.6719334719334719,0.309
 Caleb Joseph,0.8055555555555556,0.6823529411764706,0.7388535031847134,0.227
 Corban Joseph,0.6916666666666667,0.6335877862595419,0.6613545816733066,0.189
 Jason Kipnis,0.7098901098901099,0.6578411405295316,0.6828752642706131,0.301
 Jordan Lyles,0.7916666666666666,0.35185185185185186,0.48717948717948717,0.104
 Mikie Mahtook,0.7105263157894737,0.54,0.6136363636363636,0.055
 James McCann,0.6557377049180327,0.6779661016949152,0.6666666666666666,0.333
 Brad Miller,0.7109634551495017,0.7039473684210527,0.7074380165289256,0.368
 Austin Nola,0.7393258426966293,0.6326923076923077,0.6818652849740933,0.337
 Anthony Rendon,0.7480035492457853,0.682591093117409,0.7138018628281118,0.413
 Tanner Roark,0.5970149253731343,0.6896551724137931,0.64,0.175
 Marcus Semien,0.7658536585365854,0.6652542372881356,0.7120181405895692,0.373
 Travis Shaw,0.7021276595744681,0.6564195298372514,0.6785046728971963,0.248
 JB Shuck,0.6730769230769231,0.5932203389830508,0.6306306306306306,0.279
 George Springer III,0.7515274949083504,0.6910112359550562,0.72,0.4
 Dee Strange-Gordon,0.700507614213198,0.739946380697051,0.7196870925684484,0.282
 Christian Vazquez,0.6649797570850202,0.6822429906542056,0.673500768836494,0.331
 Kolten Wong,0.6854754440961337,0.6769865841073271,0.6812045690550365,0.334
 Didi Gregorius,0.6308724832214765,0.7717569786535303,0.6942392909896603,0.297
 Leury Garcia,0.6666666666666666,0.7272727272727273,0.6956521739130435,0.294
 Stephen Strasburg,0.6821192052980133,0.6242424242424243,0.6518987341772152,0.186
 Ildemaro Vargas,0.6695652173913044,0.6047120418848168,0.6354883081155434,0.3
 Randal Grichuk,0.6460396039603961,0.6935341009743136,0.6689448953438702,0.307
 Jake Marisnick,0.6757164404223228,0.7296416938110749,0.701644479248238,0.297
 Max Stassi,0.7754237288135594,0.6203389830508474,0.6892655367231638,0.177
 Mike Trout,0.7436743674367436,0.5777777777777777,0.6503126503126503,0.436
 Odubel Herrera,0.6353790613718412,0.7154471544715447,0.6730401529636711,0.272
 Anthony Alford,0.7142857142857143,0.6779661016949152,0.6956521739130435,0.228
 Albert Almora Jr.,0.6064139941690962,0.6808510638297872,0.6414803392444102,0.271
 Rio Ruiz,0.7217741935483871,0.69921875,0.7103174603174603,0.294
 Nicky Delmonico,0.6861313868613139,0.7175572519083969,0.7014925373134329,0.243
 Tony Wolters,0.690856313497823,0.6312997347480106,0.6597366597366597,0.29
 Michael Lorenzen,0.6101694915254238,0.8,0.6923076923076924,0.262
 Bryce Harper,0.6377025036818851,0.7420736932305055,0.685940594059406,0.365
 Roberto Perez,0.7173051519154557,0.6019955654101996,0.6546112115732369,0.326
 Hyun Jin Ryu,0.8181818181818182,0.5294117647058824,0.6428571428571428,0.202
 Leonys Martin,0.697841726618705,0.7713717693836978,0.7327667610953729,0.269
 Jose Abreu,0.6248153618906942,0.6656176239181747,0.6445714285714287,0.344
 Elias Diaz,0.7151607963246555,0.7162576687116564,0.7157088122605364,0.265
 Omar Narvaez,0.7090119435396308,0.7231450719822813,0.7160087719298245,0.345
 Willians Astudillo,0.6405797101449275,0.8154981549815498,0.7175324675324677,0.288
 Eugenio Suarez,0.7161016949152542,0.6706349206349206,0.6926229508196722,0.381
 Zack Wheeler,0.6062992125984252,0.7129629629629629,0.6553191489361702,0.246
 Gregory Polanco,0.6737160120845922,0.7824561403508772,0.7240259740259741,0.305
 Domingo Santana,0.731404958677686,0.6927592954990215,0.7115577889447237,0.326
 Erik Gonzalez,0.6350877192982456,0.7735042735042735,0.6974951830443159,0.262
 Gio Urshela,0.6251256281407035,0.7395957193816884,0.6775599128540305,0.369
 Yolmer Sanchez,0.6666666666666666,0.671573137074517,0.6691109074243814,0.281
 Jonathan Schoop,0.6086508753861998,0.8008130081300813,0.6916325336454067,0.324
 Matt Adams,0.6198473282442748,0.7048611111111112,0.6596263200649878,0.306
 Aaron Altherr,0.7372262773722628,0.7266187050359713,0.7318840579710144,0.135
 Nolan Arenado,0.6167615947925142,0.7309546769527483,0.6690203000882613,0.392
 Tucker Barnhart,0.6847826086956522,0.6784615384615384,0.6816074188562596,0.301
 Justin Bour,0.6266233766233766,0.5920245398773006,0.6088328075709779,0.267
 Patrick Corbin,0.6048387096774194,0.5859375,0.5952380952380952,0.112
 Kyle Farmer,0.6063569682151589,0.6475195822454308,0.6262626262626263,0.289
 Scooter Gennett,0.5743243243243243,0.7456140350877193,0.648854961832061,0.241
 Brian Goodwin,0.6940024479804161,0.5809426229508197,0.6324595649749024,0.332
 Billy Hamilton,0.7379518072289156,0.6721536351165981,0.7035175879396985,0.251
 Mitch Haniger,0.7469135802469136,0.6111111111111112,0.6722222222222223,0.326
 Enrique Hernandez,0.6896551724137931,0.6944444444444444,0.6920415224913494,0.301
 Brock Holt,0.7089108910891089,0.5821138211382114,0.6392857142857142,0.333
 Jake Lamb,0.6886075949367089,0.628175519630485,0.6570048309178743,0.297
 Luke Maile,0.6909871244635193,0.6652892561983471,0.6778947368421053,0.194
 Steven Matz,0.5918367346938775,0.5918367346938775,0.5918367346938775,0.217
 Miles Mikolas,0.5887096774193549,0.6822429906542056,0.6320346320346321,0.124
 Max Muncy,0.7412109375,0.6293532338308457,0.6807174887892377,0.372
 John Ryan Murphy,0.6940298507462687,0.6549295774647887,0.6739130434782608,0.276
 Wil Myers,0.6718232044198895,0.6326742976066597,0.6516613076098606,0.316
 Tyler Naquin,0.6655462184873949,0.7485822306238186,0.704626334519573,0.33
 Chris Owings,0.6448863636363636,0.6021220159151194,0.6227709190672154,0.198
 Josh Phegley,0.6638655462184874,0.632,0.6475409836065574,0.291
 Stephen Piscotty,0.6621803499327052,0.7089337175792507,0.6847599164926932,0.306
 AJ Pollock,0.6877133105802048,0.65,0.6683250414593699,0.333
 Joey Rickard,0.6920980926430518,0.6902173913043478,0.6911564625850339,0.29
 Kyle Seager,0.7130647130647131,0.6689576174112256,0.6903073286052009,0.332
 Michael A. Taylor,0.7391304347826086,0.6974358974358974,0.7176781002638521,0.289
 Luke Voit III,0.7415611814345991,0.7699890470974808,0.7555077915099409,0.36
 Christian Walker,0.7463829787234042,0.748932536293766,0.7476555839727195,0.346
 Mike Zunino,0.6382978723404256,0.7182320441988951,0.6759098786828424,0.235
 Ryan Goins,0.6727941176470589,0.5865384615384616,0.6267123287671234,0.298
 Matt Carpenter,0.7317073170731707,0.6194690265486725,0.670926517571885,0.315
 Corey Dickerson,0.5950653120464441,0.7721280602636534,0.6721311475409836,0.367
 Brian Dozier,0.7322540473225405,0.6215644820295984,0.6723842195540308,0.329
 Dustin Garneau,0.8556149732620321,0.7017543859649122,0.7710843373493976,0.33
 Dallas Keuchel,0.6666666666666666,0.5684210526315789,0.6136363636363636,0.138
 Tyler Saladino,0.8245614035087719,0.5949367088607594,0.6911764705882353,0.187
 Marcus Stroman,0.6140350877192983,0.8536585365853658,0.7142857142857142,0.038
 Mike Yastrzemski,0.7104247104247104,0.6823238566131026,0.6960907944514502,0.353
 Willson Contreras,0.5949044585987261,0.7033132530120482,0.6445824706694272,0.368
 Jedd Gyorko,0.6666666666666666,0.6956521739130435,0.6808510638297872,0.224
 Jose Iglesias,0.5480769230769231,0.6713780918727915,0.6034939121228163,0.306
 Adeiny Hechavarria,0.6595744680851063,0.7135549872122762,0.6855036855036855,0.312
 Jose Osuna,0.6822429906542056,0.7448979591836735,0.7121951219512195,0.32
 Breyvic Valera,0.717391304347826,0.6875,0.702127659574468,0.297
 Tyler Austin,0.6656626506024096,0.6368876080691642,0.6509572901325478,0.298
 Kris Bryant,0.6912751677852349,0.7370304114490162,0.7134199134199134,0.379
 Mark Canha,0.7169811320754716,0.6043737574552683,0.6558791801510248,0.386
 Curt Casali,0.7568922305764411,0.668141592920354,0.7097532314923618,0.316
 Nick Castellanos,0.6135155656795748,0.7474560592044404,0.6738949124270225,0.357
 Kaleb Cowart,0.7142857142857143,0.7446808510638298,0.7291666666666666,0.2
 Delino DeShields,0.7448275862068966,0.631578947368421,0.6835443037974683,0.295
 Brandon Drury,0.6390532544378699,0.6171428571428571,0.627906976744186,0.271
 Mike Foltynewicz,0.6338028169014085,0.5844155844155844,0.6081081081081082,0.05
 Ben Gamel,0.7126050420168067,0.593006993006993,0.6473282442748092,0.308
 Kevin Gausman,0.7,0.4307692307692308,0.5333333333333333,0.032
 Niko Goodrum,0.6695095948827292,0.6781857451403888,0.6738197424892703,0.315
 Jon Gray,0.6526315789473685,0.5688073394495413,0.607843137254902,0.094
 Ryon Healy,0.6962025316455697,0.6489675516224189,0.6717557251908398,0.308
 Bryan Holaday,0.7035398230088495,0.6597510373443983,0.6809421841541756,0.326
 JaCoby Jones,0.6699507389162561,0.6528,0.6612641815235007,0.311
 Aaron Judge,0.7036569987389659,0.665871121718377,0.6842427958307785,0.382
 Manny Machado,0.6616474756421612,0.6897506925207756,0.6754068716094032,0.335
 Colin Moran,0.6306400839454355,0.7550251256281407,0.6872498570611778,0.315
 Joc Pederson,0.6905016008537886,0.6839323467230444,0.6872012745618693,0.362
 Rangel Ravelo,0.6024096385542169,0.6666666666666666,0.6329113924050633,0.276
 Robbie Ray,0.7169811320754716,0.6666666666666666,0.6909090909090909,0.063
 J.T. Realmuto,0.665257819103973,0.705829596412556,0.6849434290687555,0.34
 Hunter Renfroe,0.6540948275862069,0.6471215351812367,0.6505894962486602,0.32
 Yadiel Rivera,0.5972222222222222,0.7543859649122807,0.6666666666666666,0.218
 Eddie Rosario,0.5855263157894737,0.8090909090909091,0.6793893129770993,0.329
 Andrelton Simmons,0.6818181818181818,0.6716417910447762,0.6766917293233083,0.29
 Caleb Smith,0.6794871794871795,0.6385542168674698,0.6583850931677019,0.23
 Noah Syndergaard,0.6423841059602649,0.751937984496124,0.6928571428571428,0.144
 Vince Velasquez,0.6428571428571429,0.6923076923076923,0.6666666666666666,0.267
 Stevie Wilkerson,0.6176470588235294,0.6140350877192983,0.6158357771260997,0.286
 Mason Williams,0.7704918032786885,0.734375,0.7519999999999999,0.276
 Trevor Williams,0.7571428571428571,0.5638297872340425,0.6463414634146342,0.174
 Christian Yelich,0.6374269005847953,0.6979722518676628,0.6663270504330108,0.442
 Whit Merrifield,0.6845983787767134,0.6820851688693098,0.6833394630378815,0.34
 Xander Bogaerts,0.6485319516407599,0.5612855007473841,0.6017628205128206,0.39
 Marco Hernandez,0.5945945945945946,0.7983870967741935,0.6815834767641996,0.266
 Hanser Alberto,0.595581171950048,0.7451923076923077,0.6620395088093968,0.318
 Socrates Brito,0.5357142857142857,0.6164383561643836,0.5732484076433121,0.14
 Alen Hanson,0.7321428571428571,0.8541666666666666,0.7884615384615384,0.174
 Jorge Polanco,0.679902755267423,0.6585557299843015,0.6690590111642744,0.352
 Miguel Sano,0.6646341463414634,0.6534772182254197,0.6590084643288997,0.378
 Rosell Herrera,0.6746411483253588,0.6811594202898551,0.6778846153846154,0.263
 Wilmer Difo,0.7157190635451505,0.7896678966789668,0.750877192982456,0.27
 Kole Calhoun,0.7125328659070991,0.7364130434782609,0.7242761692650334,0.33
 Jacob deGrom,0.6524822695035462,0.7796610169491526,0.7104247104247103,0.245
 Adam Duvall,0.6472868217054264,0.6472868217054264,0.6472868217054264,0.36
 Adam Eaton,0.6767676767676768,0.6375892149088025,0.6565945283789302,0.342
 Greg Garcia,0.7532228360957642,0.5164141414141414,0.6127340823970038,0.319
 Phil Gosselin,0.6198347107438017,0.5859375,0.6024096385542169,0.263
 Daniel Palka,0.5829145728643216,0.6946107784431138,0.633879781420765,0.174
 Scott Schebler,0.6931818181818182,0.8026315789473685,0.7439024390243902,0.223
 Mike Gerber,0.6290322580645161,0.7647058823529411,0.6902654867256637,0.1
 Kevin Kiermaier,0.6710929519918284,0.7551724137931034,0.7106544077879934,0.284
 Andrew Knapp,0.7177177177177178,0.7563291139240507,0.7365177195685672,0.282
 JT Riddle,0.6007905138339921,0.6972477064220184,0.6454352441613589,0.25
 Chad Wallach,0.7142857142857143,0.7211538461538461,0.7177033492822967,0.309
 Jorge Alfaro,0.540796963946869,0.7960893854748603,0.6440677966101694,0.312
 Jurickson Profar,0.6976998904709748,0.6560247167868177,0.6762208067940552,0.301
 Javier Baez,0.5539437896645513,0.7352587244283996,0.6318510858324716,0.347
 Tyler Beede,0.7638888888888888,0.6470588235294118,0.7006369426751593,0.135
 Greg Bird,0.6153846153846154,0.6021505376344086,0.6086956521739132,0.254
 Jake Cave,0.6613636363636364,0.7132352941176471,0.6863207547169812,0.343
 Cam Gallagher,0.6788617886178862,0.6162361623616236,0.6460348162475822,0.294
 Austin Hedges,0.6354609929078014,0.7111111111111111,0.6711610486891386,0.242
 Scott Heineman,0.6626506024096386,0.6395348837209303,0.650887573964497,0.295
 Kevin Kramer,0.6261682242990654,0.7127659574468085,0.6666666666666666,0.212
 Francisco Lindor,0.6723438767234388,0.7227550130775937,0.696638655462185,0.349
 Rougned Odor,0.6702508960573477,0.6757000903342367,0.6729644624381467,0.302
 Austin Slater,0.7240356083086054,0.61,0.6621438263229308,0.32
 Dwight Smith Jr.,0.6881405563689604,0.6545961002785515,0.6709493219129194,0.299
 Trevor Story,0.6844961240310078,0.7035856573705179,0.693909626719057,0.38
 Garrett Stubbs,0.6052631578947368,0.8070175438596491,0.6917293233082706,0.254
 Blake Swihart,0.6728110599078341,0.7156862745098039,0.6935866983372921,0.228
 Daniel Vogelbach,0.687793427230047,0.5086805555555556,0.5848303393213573,0.333
 Gary Sanchez,0.5678704856787049,0.5922077922077922,0.5797838525111253,0.346
 Cheslor Cuthbert,0.6878048780487804,0.6991735537190082,0.6934426229508197,0.287
 Max Kepler,0.7016052880075543,0.7400398406374502,0.720310227823558,0.355
 Roman Quinn,0.7435897435897436,0.614406779661017,0.6728538283062646,0.289
 Maikel Franco,0.6529562982005142,0.7104895104895105,0.6805090421969189,0.281
 Robel Garcia,0.6855345911949685,0.7032258064516129,0.6942675159235668,0.315
 Ji Man Choi,0.7488479262672811,0.6827731092436975,0.7142857142857143,0.348
 Jackie Bradley Jr.,0.6980952380952381,0.6915094339622642,0.6947867298578199,0.314
 Peter O'Brien,0.7303370786516854,0.7142857142857143,0.7222222222222223,0.234
 Tommy La Stella,0.7377690802348337,0.5854037267080745,0.6528138528138528,0.351
 Pedro Severino,0.7103559870550162,0.6681887366818874,0.6886274509803922,0.316
 Renato Nunez,0.6152584085315833,0.6818181818181818,0.6468305304010349,0.323
 Humberto Arteaga,0.6262975778546713,0.724,0.6716141001855288,0.221
 Jeimer Candelario,0.6331444759206799,0.5920529801324503,0.6119096509240246,0.283
 Nick Pivetta,0.7073170731707317,0.4603174603174603,0.5576923076923077,0.093
 Yonathan Daza,0.6735751295336787,0.7182320441988951,0.6951871657754011,0.221
 Jose Rondon,0.6913183279742765,0.6534954407294833,0.671875,0.241
 Nick Ahmed,0.7103684661525278,0.7240174672489083,0.717128027681661,0.315
 Brian Anderson,0.6437158469945355,0.6515486725663717,0.6476085761407367,0.342
 Austin Barnes,0.7446236559139785,0.5711340206185567,0.6464410735122521,0.272
 Josh Bell,0.6666666666666666,0.7716849451645065,0.7153419593345655,0.378
 Mookie Betts,0.7481818181818182,0.5976761074800291,0.6645135244247073,0.38
 Victor Caratini,0.7085828343313373,0.6947162426614482,0.7015810276679841,0.338
 Kevin Cron,0.5681818181818182,0.7352941176470589,0.641025641025641,0.321
 Zach Davies,0.7692307692307693,0.5147058823529411,0.6167400881057269,0.157
 J.D. Davis,0.731651376146789,0.7152466367713004,0.7233560090702948,0.373
 Derek Fisher,0.7620967741935484,0.5943396226415094,0.667844522968198,0.285
 Aramis Garcia,0.5408163265306123,0.7066666666666667,0.6127167630057805,0.217
 Terrance Gore,0.7415730337078652,0.6285714285714286,0.6804123711340206,0.317
 Adrian Houser,0.6666666666666666,0.5573770491803278,0.6071428571428571,0.108
 Nick Martini,0.7195767195767195,0.5836909871244635,0.6445497630331753,0.291
 Joe Musgrove,0.6460176991150443,0.7448979591836735,0.6919431279620852,0.183
 Aaron Nola,0.8208955223880597,0.3416149068322981,0.4824561403508772,0.168
 Joe Panik,0.7351077313054499,0.6444444444444445,0.6867969212551805,0.284
 Michael Perez,0.6818181818181818,0.5825242718446602,0.6282722513089004,0.303
 Dereck Rodriguez,0.5614035087719298,0.64,0.5981308411214953,0.15
 Matt Skole,0.7323943661971831,0.6153846153846154,0.6688102893890676,0.232
 Mallex Smith,0.7253456221198157,0.7008014247551202,0.7128623188405798,0.278
 Cory Spangenberg,0.6600985221674877,0.7657142857142857,0.708994708994709,0.267
 Bubba Starling,0.6852941176470588,0.7018072289156626,0.6934523809523809,0.247
 Charlie Tilson,0.7030716723549488,0.6821192052980133,0.6924369747899161,0.256
 Brandon Woodruff,0.6395348837209303,0.5092592592592593,0.5670103092783505,0.272
 Harold Castro,0.6014285714285714,0.6768488745980707,0.6369137670196672,0.292
 Orlando Arcia,0.6747474747474748,0.6536203522504892,0.6640159045725647,0.269
 Raimel Tapia,0.625,0.7912234042553191,0.6983568075117371,0.307
 Aristides Aquino,0.5835051546391753,0.8250728862973761,0.6835748792270532,0.36
 Teoscar Hernandez,0.7169603524229075,0.7241379310344828,0.7205312672938573,0.325
 Jose Peraza,0.6766809728183119,0.7496038034865293,0.7112781954887217,0.272
 Ketel Marte,0.6730601569311246,0.7076076993583869,0.6899016979445933,0.405
 Ryan Court,0.6808510638297872,0.5925925925925926,0.6336633663366336,0.258
 Grayson Greiner,0.6294416243654822,0.6408268733850129,0.6350832266325224,0.242
 Brandon Nimmo,0.7787810383747178,0.6330275229357798,0.6983805668016194,0.34
 Jace Peterson,0.7246376811594203,0.6666666666666666,0.6944444444444444,0.258
 Trea Turner,0.6657115568290354,0.6740812379110251,0.6698702546852475,0.356
 AJ Reed,0.6875,0.6407766990291263,0.6633165829145728,0.185
 Beau Taylor,0.7719298245614035,0.6567164179104478,0.7096774193548386,0.303
 Kevan Smith,0.6761363636363636,0.6040609137055838,0.6380697050938338,0.305
 Matt Beaty,0.6355555555555555,0.6470588235294118,0.6412556053811659,0.324
 Alex Blandino,0.765625,0.494949494949495,0.6012269938650306,0.352
 Kyle Freeland,0.6530612244897959,0.5423728813559322,0.5925925925925926,0.147
 Kevin Pillar,0.5612489991993594,0.7355718782791185,0.6366939146230699,0.298
 Jacob Stallings,0.6388888888888888,0.6784660766961652,0.6580829756795422,0.297
 Sam Travis,0.6582278481012658,0.7172413793103448,0.6864686468646863,0.273
 Mac Williamson,0.6306620209059234,0.6219931271477663,0.6262975778546713,0.23
 Jose Ramirez,0.7145969498910676,0.6437684003925417,0.6773360867320598,0.334
 Alex Bregman,0.7542627883650953,0.5740458015267176,0.6519289120069354,0.418
 Max Fried,0.7339449541284404,0.583941605839416,0.6504065040650406,0.236
 Joey Gallo,0.7283018867924528,0.6564625850340136,0.6905187835420392,0.401
 Carson Kelly,0.7382039573820396,0.6194125159642401,0.673611111111111,0.339
 Addison Russell,0.6717391304347826,0.6791208791208792,0.6754098360655738,0.297
 Corey Seager,0.7244582043343654,0.7774086378737541,0.7500000000000001,0.34
 Michael Wacha,0.7959183673469388,0.3979591836734694,0.5306122448979592,0.155
 Nick Williams,0.6224066390041494,0.7109004739336493,0.6637168141592921,0.193
 Jesse Winker,0.7442572741194488,0.6685006877579092,0.7043478260869566,0.351
 Dawel Lugo,0.5610200364298725,0.6595289079229122,0.6062992125984251,0.272
 German Marquez,0.6146788990825688,0.8072289156626506,0.6979166666666667,0.242
 Nomar Mazara,0.6220145379023884,0.6845714285714286,0.6517954298150163,0.327
 Tom Murphy,0.6654545454545454,0.6387434554973822,0.6518254674977738,0.355
 Ronald Guzman,0.665,0.6927083333333334,0.6785714285714285,0.306
 Jack Mayfield,0.6384615384615384,0.6974789915966386,0.6666666666666666,0.204
 Kevin Plawecki,0.7458745874587459,0.6890243902439024,0.716323296354992,0.273
 Eric Stamets,0.6021505376344086,0.5894736842105263,0.5957446808510638,0.118
 Adalberto Mondesi,0.6569264069264069,0.797634691195795,0.7204747774480713,0.298
 Miguel Andujar,0.574468085106383,0.6666666666666666,0.6171428571428571,0.121
 Franmil Reyes,0.6831501831501832,0.7667009249743063,0.7225181598062954,0.338
 Cal Quantrill,0.6833333333333333,0.7068965517241379,0.6949152542372882,0.093
 Franklin Barreto,0.5663716814159292,0.5714285714285714,0.5688888888888889,0.166
 Richard Urena,0.6277777777777778,0.8188405797101449,0.7106918238993709,0.258
 Daniel Robertson,0.7286995515695067,0.6659836065573771,0.69593147751606,0.275
 Tim Lopes,0.6736401673640168,0.6168582375478927,0.644,0.318
 Richie Martin Jr.,0.659606656580938,0.7242524916943521,0.6904196357878069,0.252
 Dansby Swanson,0.7212953876349362,0.6869158878504673,0.7036859741503112,0.317
 Kevin Newman,0.6502100840336135,0.7002262443438914,0.6742919389978212,0.339
 Chris Taylor,0.7372781065088757,0.7235772357723578,0.7303634232121923,0.331
 Carlos Correa,0.6557971014492754,0.6219931271477663,0.6384479717813052,0.38
 Zach Eflin,0.7075471698113207,0.7281553398058253,0.7177033492822966,0.146
 Walker Buehler,0.7768595041322314,0.5802469135802469,0.6643109540636042,0.13
 David Dahl,0.631578947368421,0.7364016736401674,0.6799742433998712,0.364
 Matt Strahm,0.6808510638297872,0.5925925925925926,0.6336633663366336,0.317
 Brett Phillips,0.8055555555555556,0.7073170731707317,0.7532467532467532,0.228
 Byron Buxton,0.6733576642335767,0.757700205338809,0.7130434782608696,0.34
 Lewis Brinson,0.6208251473477406,0.7247706422018348,0.6687830687830688,0.205
 Steven Duggar,0.7153558052434457,0.6833631484794276,0.6989935956084172,0.265
 Edwin Rios,0.6752136752136753,0.6638655462184874,0.6694915254237288,0.413
 DJ Stewart,0.7490774907749077,0.7463235294117647,0.7476979742173111,0.299
 Taylor Ward,0.6951219512195121,0.57,0.6263736263736263,0.275
 Tomas Nido,0.6581818181818182,0.8302752293577982,0.7342799188640973,0.227
 Christin Stewart,0.6598726114649681,0.6815789473684211,0.6705501618122978,0.294
 Anthony Bemboom,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.149
 Patrick Wisdom,0.6774193548387096,0.6461538461538462,0.6614173228346457,0.167
 Max Moroff,0.6617647058823529,0.6521739130434783,0.656934306569343,0.185
 Joey Wendle,0.5921325051759835,0.6059322033898306,0.5989528795811518,0.275
 Matt Olson,0.7192982456140351,0.6696914700544465,0.693609022556391,0.368
 Austin Dean,0.5823863636363636,0.6307692307692307,0.6056129985228951,0.276
 Alex Young,0.717948717948718,0.4307692307692308,0.5384615384615385,0.035
 Matt Duffy,0.7396226415094339,0.5885885885885885,0.6555183946488294,0.299
 Yairo Munoz,0.6116751269035533,0.7724358974358975,0.6827195467422097,0.281
 Luis Castillo,0.6929133858267716,0.7457627118644068,0.7183673469387756,0.09
 Manuel Margot,0.7506527415143603,0.6511891279728199,0.6973923590054579,0.296
 Pablo Reyes,0.6857142857142857,0.676056338028169,0.6808510638297872,0.26
 Antonio Senzatela,0.5591397849462365,0.6842105263157895,0.6153846153846154,0.038
 Johan Camargo,0.6311475409836066,0.7439613526570048,0.6829268292682927,0.279
 Victor Reyes,0.617741935483871,0.6649305555555556,0.6404682274247492,0.325
 Seth Mejias-Brean,0.6551724137931034,0.6333333333333333,0.6440677966101694,0.333
 Braden Bishop,0.6782608695652174,0.6446280991735537,0.6610169491525423,0.124
 David Bote,0.6600609756097561,0.6530920060331825,0.6565579984836998,0.336
 Harold Ramirez,0.580110497237569,0.7172131147540983,0.6414172266340867,0.308
 Anthony Santander,0.5777262180974478,0.6784741144414169,0.6240601503759399,0.321
 Pete Alonso,0.59765625,0.6740088105726872,0.6335403726708074,0.384
 Christian Arroyo,0.6341463414634146,0.7358490566037735,0.6812227074235807,0.296
 Cavan Biggio,0.8014814814814815,0.6051454138702461,0.6896112173358827,0.343
 Michael Conforto,0.7004255319148937,0.7076526225279449,0.7040205303678357,0.358
 Adam Frazier,0.7153218495013599,0.6963812886142984,0.7057245080500896,0.32
 Jose Trevino,0.5879828326180258,0.5732217573221757,0.5805084745762712,0.274
 Reese McGuire,0.6597938144329897,0.6881720430107527,0.6736842105263158,0.364
 Dom Nunez,0.7101449275362319,0.5444444444444444,0.6163522012578616,0.264
 Yasiel Puig,0.6976744186046512,0.7706945765937203,0.7323688969258589,0.33
 Jorge Soler,0.7023217247097844,0.6803212851405622,0.6911464708282333,0.378
 Erick Mejia,0.711864406779661,0.75,0.7304347826086958,0.276
 Kenta Maeda,0.6416666666666667,0.6637931034482759,0.652542372881356,0.232
 Guillermo Heredia,0.7346938775510204,0.7313769751693002,0.7330316742081447,0.291
 Jung Ho Kang,0.6752873563218391,0.6811594202898551,0.6782106782106784,0.256
 Phillip Ervin,0.7028112449799196,0.7099391480730223,0.7063572149344097,0.334
 Clint Frazier,0.7587006960556845,0.68125,0.7178924259055983,0.333
 Austin Meadows,0.6970560303893637,0.6096345514950167,0.6504209127159947,0.38
